record_id,source,job_id,title,company,company_url,location,work_from_home,salary,salary_disclosed,employment_type,work_type,job_level,ee_status,posted_raw,posted_date,expires,reference,description,description_length,has_description,url,search_scope,scraped_date,description_source,salary_detail_from_page,desired_skills
CJ-0334,CareerJunction,2643843,"Junior Data Engineer (SQL, SSIS, QlikView, Power BI) (CPT Remote)",Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Cape Town,No,R Undisclosed,No,Permanent,,Junior,,14 Aug 2026,2026-08-14,in 26 days,2608206,,0,No,https://www.careerjunction.co.za/junior-data-engineer-sql-ssis-qlikview-power-bi-cpt-remote-job-2643843.aspx,Jobs in western cape,2026-08-16,,,
CJ-0335,CareerJunction,2643844,Bookkeeper,Intellistaff Outsourced Services,https://www.careerjunction.co.za/companies/33712/intellistaff-outsourced-services,Stellenbosch,No,R Undisclosed,No,Permanent,,Junior,,14 Aug 2026,2026-08-14,in 27 days,JHB003878,,0,No,https://www.careerjunction.co.za/bookkeeper-job-2643844.aspx,Jobs in western cape,2026-08-16,,,
CJ-0336,CareerJunction,2643845,Financial Manager,Zeal HR,https://www.careerjunction.co.za/companies/37578/zeal-hr,Malmesbury,No,Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 32 days,62476,,0,No,https://www.careerjunction.co.za/financial-manager-job-2643845.aspx,Jobs in western cape,2026-08-16,,,
CJ-0337,CareerJunction,2643848,Registered Nurse Theatre Qualified with Education,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,,,0,No,https://www.careerjunction.co.za/registered-nurse-theatre-qualified-with-education-job-2643848.aspx,Jobs in western cape,2026-08-16,,,
CJ-0338,CareerJunction,2643849,PHP Developer,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,Undisclosed,No,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,,,0,No,https://www.careerjunction.co.za/php-developer-job-2643849.aspx,Jobs in western cape,2026-08-16,,,
CJ-0339,CareerJunction,2643852,Machine Learning Engineer (Intermediate / Senior) - Remote South Africa,MSP Staffing,https://www.careerjunction.co.za/companies/28434/msp-staffing,Cape Town CBD,No,"R75,000 per month",Yes,Permanent,,Senior,,14 Aug 2026,2026-08-14,in 32 days,,,0,No,https://www.careerjunction.co.za/machine-learning-engineer-intermediate-senior-remote-south-africa-job-2643852.aspx,Jobs in western cape,2026-08-16,,,
CJ-0340,CareerJunction,2643864,Mechatronics Engineer,Kwena Human Capital,https://www.careerjunction.co.za/companies/26080/kwena-human-capital,New Germany,No,Undisclosed,No,Permanent,,Intermediate,,14 Aug 2026,2026-08-14,in 32 days,,,0,No,https://www.careerjunction.co.za/mechatronics-engineer-job-2643864.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0341,CareerJunction,2643875,Business Development Manager,AJ Personnel,https://www.careerjunction.co.za/companies/23629/aj-personnel,Primrose,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 27 days,JHB004001,,0,No,https://www.careerjunction.co.za/business-development-manager-job-2643875.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0342,CareerJunction,2643876,External Sales Engineer,AJ Personnel,https://www.careerjunction.co.za/companies/23629/aj-personnel,Primrose,No,R Undisclosed,No,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 27 days,JHB004002,,0,No,https://www.careerjunction.co.za/external-sales-engineer-job-2643876.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0343,CareerJunction,2643878,External Sales Representative (Boksburg),The Recruitment Pig,https://www.careerjunction.co.za/companies/37518/the-recruitment-pig,Johannesburg,No,"R20,000 - R80,000 per month",Yes,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 28 days,JHB000197,,0,No,https://www.careerjunction.co.za/external-sales-representative-boksburg-job-2643878.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0344,CareerJunction,2643879,External Sales Representative (Durban),The Recruitment Pig,https://www.careerjunction.co.za/companies/37518/the-recruitment-pig,Durban (Durban CBD),No,"R20,000 - R80,000 per month",Yes,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 28 days,JHB000198,,0,No,https://www.careerjunction.co.za/external-sales-representative-durban-job-2643879.aspx,Jobs in kwazulu-natal,2026-08-16,,,
CJ-0345,CareerJunction,2643880,Internal Technical Sales (Boksburg),The Recruitment Pig,https://www.careerjunction.co.za/companies/37518/the-recruitment-pig,Primrose,No,"R15,000 - R20,000 per month",Yes,Permanent,,Intermediate,,15 Aug 2026,2026-08-15,in 28 days,JHB000199,,0,No,https://www.careerjunction.co.za/internal-technical-sales-boksburg-job-2643880.aspx,All Jobs in All Locations,2026-08-16,,,
CJ-0346,CareerJunction,2643881,Sales Manager (Health & Safety),Dynexity,https://www.careerjunction.co.za/companies/35455/dynexity,South Africa,No,"R40,000 - R60,000 per month",Yes,Permanent,,Senior,,16 Aug 2026,2026-08-16,in 29 days,JHB003905,,0,No,https://www.careerjunction.co.za/sales-manager-health-%26amp-safety-job-2643881.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0347,CareerJunction,2643882,"Sales Manager (B2B Services | Mining, Construction & Petrochemical)",Dynexity,https://www.careerjunction.co.za/companies/35455/dynexity,South Africa,No,"R40,000 - R60,000 per month",Yes,Permanent,,Senior,,16 Aug 2026,2026-08-16,in 29 days,JHB003906,,0,No,https://www.careerjunction.co.za/sales-manager-b2b-services-mining-construction-%26amp-petrochemical-job-2643882.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0348,CareerJunction,2643883,"Senior Support Consultant (SharePoint Online, Microsoft 365 & Power Automate) (CPT Hybrid)",Datafin,https://www.careerjunction.co.za/companies/22742/datafin,Bellville,No,R Undisclosed,No,Learnership,,,,16 Aug 2026,2026-08-16,in 28 days,2606206,,0,No,https://www.careerjunction.co.za/senior-support-consultant-sharepoint-online-microsoft-365-%26amp-power-automate-cpt-hybrid-job-2643883.aspx,All Jobs in All Locations; Jobs in western cape; CareerJunction - all jobs,2026-08-16,,,
CJ-0349,CareerJunction,2643884,"Business Development Representative (B2B Services | Mining, Construction & Petrochemical)",Dynexity,https://www.careerjunction.co.za/companies/35455/dynexity,South Africa,No,"R20,000 - R30,000 per month",Yes,Permanent,,Intermediate,,16 Aug 2026,2026-08-16,in 29 days,JHB003907,,0,No,https://www.careerjunction.co.za/business-development-representative-b2b-services-mining-construction-%26amp-petrochemical-job-2643884.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0350,CareerJunction,2643885,"Business Development Manager (B2B Services | Mining, Construction & Petrochemical)",Dynexity,https://www.careerjunction.co.za/companies/35455/dynexity,South Africa,No,"R30,000 - R40,000 per month",Yes,Permanent,,Senior,,16 Aug 2026,2026-08-16,in 29 days,JHB003908,,0,No,https://www.careerjunction.co.za/business-development-manager-b2b-services-mining-construction-%26amp-petrochemical-job-2643885.aspx,All Jobs in All Locations; CareerJunction - all jobs,2026-08-16,,,
CJ-0351,CareerJunction,,Millwright,Stratogo,,Gqeberha,No,Not stated,No,,,,,,,,,"Maintenance and repair of extrusion lines and PLC-controlled machinery in a plastics plant. Requirements: Red Seal Millwright, 5 years industrial maintenance experience.",169,Yes,,Jobs in gauteng,2026-08-16,job page (summarised),,
CJ-0352,CareerJunction,,Logistics Manager,MSP Staffing,,Johannesburg,No,R Undisclosed,No,,,,,,,,,A leader in Automotive/Industrial Manufacturing seeking a manager for industrial logistics. Requires a degree in Logistics/Supply Chain and 5 years managerial experience.,170,Yes,,Jobs in gauteng,2026-08-16,job page (summarised),,
CJ-0353,CareerJunction,,Strategic Account Manager - Telecoms,Kelly,,Centurion,No,R Undisclosed,No,,,,,,,,,"Driving strategic growth with major telecoms accounts and mobile operators. 10+ years industry experience required, with 5 years in sales/account management.",157,Yes,,Jobs in gauteng,2026-08-16,job page (summarised),,
CJ-0354,CareerJunction,,IT Manager,Sinakho Staffshop (Pty) Ltd,,Erasmuskloof,No,"R30,000 - R40,000 per month",Yes,,,,,,,,,Infrastructure and technical team management. Ref: 24640.,57,Yes,,Jobs in gauteng,2026-08-16,job page (summarised),,
CJ-0355,CareerJunction,,Workshop Manager,Watershed Consulting,,Boksburg East,No,"R55,000 - R60,000 per month",Yes,,,,,,,,,Manufacturing workshop oversight and staff management.,54,Yes,,Jobs in gauteng,2026-08-16,job page (summarised),,
PN-0356,PNet,4211920,"Senior Support Consultant (SharePoint Online, Microsoft 365 & Power Automate) (CPT Hybrid)",Datafin IT Recruitment,,Bellville,,Market related,Yes,Permanent,Full Time,,,11 hours ago,2026-08-15,,,"DataFin was established in 1999. We pride ourselves on the fact that we have established relationships with industry leaders and a vast majority of our business is repeat business. Duties & Responsibilities - A provider of Tailored Management Software Solutions seeks a Senior Support Consultant who will serve as a technical authority and trusted to customers and internal teams. You will be responsible for resolving complex issues, driving customer outcomes, influencing product improvements, and elevating the capability of the support function. While remaining hands-on, the Senior Support Consultant operates with high autonomy, handles escalations, and contributes strategically to retention, quality, and continuous improvement. The ideal candidate will need a suitable tertiary qualification or equivalent industry ...",827,Yes,https://www.pnet.co.za/jobs--Senior-Support-Consultant-SharePoint-Online-Microsoft-365-Power-Automate-CPT-Hybrid-Bellville-Datafin-IT-Recruitment--4211920-inline.html,"PNet - last week, all jobs",2026-08-16,results page (PNet),,
PN-0357,PNet,4253125,OM Bank - Senior Quality Assurance Automation Engineer- Credit,Old Mutual,,Johannesburg,,,No,Permanent,Full Time,,,10 hours ago,2026-08-15,,,"Let's Write Africa's Story Together! Old Mutual is a firm believer in the African opportunity and our diverse talent reflects this. Job Description - As a Quality Assurance Automation Engineer - Credit, you will play a pivotal role in assuring the quality, performance, and integrity of OM Bank's credit platforms and decisioning systems. You will design, implement, and execute automated test solutions for APIs, UI components, and credit workflows - ensuring accuracy, compliance, and seamless integration with external credit bureaus such as TransUnion and Experian. This role requires strong technical automation skills, in-depth understanding of credit lifecycle processes, and the ability to collaborate across agile teams to deliver high-quality, reliable financial solutions. Test Design & Execution",807,Yes,https://www.pnet.co.za/jobs--OM-Bank-Senior-Quality-Assurance-Automation-Engineer-Credit-Johannesburg-Old-Mutual--4253125-inline.html,"PNet - last week, all jobs",2026-08-16,results page (PNet),,
PN-0358,PNet,4253126,Software Engineer,Old Mutual,,Pinelands,,,No,Permanent,Full Time,,,7 hours ago,2026-08-15,,,"Let's Write Africa's Story Together! Old Mutual is a firm believer in the African opportunity and our diverse talent reflects this. Job Description - Old Mutual Corporate IT is seeking a highly motivated Software Engineer to design, build, implement, and support scalable software solutions that enable business growth, operational excellence, and exceptional customer experience. The successful candidate will work within agile engineering teams to develop high-quality software solutions, contribute to technical design, and support continuous improvement across the software development lifecycle. Key Responsibilities - Software Development * Design, develop, test, deploy, and maintain software applications and services. * Translate business and technical requirements into secure, scalable, and maintainable solutions.",825,Yes,https://www.pnet.co.za/jobs--Software-Engineer-Pinelands-Old-Mutual--4253126-inline.html,"PNet - last week, all jobs",2026-08-16,results page (PNet),,
PN-0359,PNet,4253127,Data Scientist,Old Mutual,,Johannesburg,,,No,Permanent,Full Time,,,9 hours ago,2026-08-15,,,"Let's Write Africa's Story Together! Old Mutual is a firm believer in the African opportunity and our diverse talent reflects this. Job Description - Are you passionate about using data to fundamentally rethink how insurance works? Are you energized by the idea of designing the future model of insurance-one that's fast, fair, predictive, and personal? At Old Mutual Insure, we're building exactly that. We are hiring across generative AI, AI engineering, machine learning engineering and data science. Whether you build LLM-powered applications, productionise ML systems, or model risk and customer behaviour, you will play a critical role in turning data and AI into action. Our core work today is generative AI and applied ML engineering - building, deploying and running intelligent systems in production - supported by a deep data ...",840,Yes,https://www.pnet.co.za/jobs--Data-Scientist-Johannesburg-Old-Mutual--4253127-inline.html,"PNet - last week, all jobs",2026-08-16,results page (PNet),,
PN-0360,PNet,4253128,Data Scientist: AI Engineer,Old Mutual,,Johannesburg,,,No,Permanent,Full Time,,,5 hours ago,2026-08-15,,,"Let's Write Africa's Story Together! Old Mutual is a firm believer in the African opportunity and our diverse talent reflects this. Job Description - We are looking for a Machine Learning Engineer to design, build, deploy, and maintain scalable ML systems that move models from experimentation into reliable production environments. This role sits at the intersection of software engineering, data engineering, and machine learning. Key Responsibilities * Build and maintain scalable ML pipelines and production inference systems * Deploy, monitor, and optimize machine learning models in production * Design APIs and services for ML model consumption * Implement CI/CD for ML workflows and MLOps best practices * Develop feature stores, registries, and automated retraining workflows",784,Yes,https://www.pnet.co.za/jobs--Data-Scientist-AI-Engineer-Johannesburg-Old-Mutual--4253128-inline.html,"PNet - last week, all jobs",2026-08-16,results page (PNet),,
PN-0361,PNet,4253129,Group Senior Organisation Design Specialist,Old Mutual,,Johannesburg,,,No,,,,,4 hours ago,2026-08-15,,,"Let's Write Africa's Story Together! Old Mutual is a firm believer in the African opportunity and our diverse talent reflects this. Job Description - Key Result Areas / Outputs * Lead organizational diagnostics to assess current-state structures, layers, spans of control, role accountabilities, decision rights, interfaces, duplication and organizational complexity. * Translate business strategy, operating requirements and organizational challenges into clearly defined organizational design requirements. * Develop current-state and future-state organization design options and recommendations, supported by appropriate analysis and design rationale. * Apply Group organizational design principles and standards consistently across assignments. * Assess the organizational impacts of business transformation, operating model changes, technology enablement and ...",867,Yes,https://www.pnet.co.za/jobs--Group-Senior-Organisation-Design-Specialist-Johannesburg-Old-Mutual--4253129-inline.html,"PNet - last week, all jobs",2026-08-16,results page (PNet),,
